Hotel Name,Rating,Rating Description,Reviews,Star Rating,Location,Nearest Landmark,Distance to Landmark,Price,Tax,place
"Taj Bengal, Kolkata",4.6,Excellent,1165,5.0,Alipore,,,"8,000",,Kolkata
Hotel Senses,3.9,Very Good,1943,4.0,Salt Lake City ,Salt Lake Sec V,900 m ,"3,716","1,016",Kolkata
ITC Sonar - A Luxury Collection Hotel,4.4,Excellent,2325,5.0,Tangra,,,"7,225",,Kolkata
Kenilworth Hotel,4.3,Excellent,669,4.0,Park Street Area,,,"6,054",727,Kolkata
The Peerless Inn,3.9,Very Good,3539,4.0,Near Howrah Train Station ,Eden Gardens,770 m ,"4,186",855,Kolkata
De Sovrani,3.9,Very Good,1260,4.0,Salt Lake City,,,"2,916",690,Kolkata
"Pride Plaza Hotel, Kolkata",3.9,Very Good,1861,5.0,New Town,,,"2,800",336,Kolkata
"City Central Hostel, Kolkata",4.6,Excellent,77,,Kolkata ,Dharamtala Market,980 m ,736,198,Kolkata
Siamton Inn - A Cygnett Collection,4.0,Very Good,2312,4.0,Park Street ,Park Street,10 m ,"2,790",677,Kolkata
Hotel Aauris,4.1,Very Good,1658,4.0,Park Street ,Park Street,430 m ,"4,650",950,Kolkata
"Howard Johnson by Wyndham, Kolkata Airport",3.9,Very Good,1150,4.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,3.6 km ,"2,500",,Kolkata
Park Prime Kolkata,3.8,Very Good,2036,3.0,Ballygunge,,,"3,652","1,006",Kolkata
Joey's Nest,4.7,Excellent,54,,Salt Lake City ,Netaji Subhash Chandra Bose International Airport,9.5 km ,"2,245",583,Kolkata
Hotel Hindusthan International,3.6,Very Good,1907,5.0,Bhowanipore,,,"4,134",978,Kolkata
Hotel Niharika,4.1,Very Good,1551,3.0,Elgin,,,"2,790",570,Kolkata
Vedic Village Spa Resort,4.0,Very Good,3761,4.0,Vedic Village,,,"3,688",944,Kolkata
Park Palace Hotel,3.6,Very Good,1471,3.0,Ballygunge,,,"1,350",431,Kolkata
Offbeat CCU Bunkers,4.3,Excellent,92,,Topsia,,,944,205,Kolkata
Monotel Luxury Business Hotel,3.9,Very Good,1744,4.0,Salt Lake City,,,"3,523",855,Kolkata
AIRPORT CITY HOTEL,3.9,Very Good,1658,4.0,Birati ,Netaji Subhash Chandra Bose International Airport,2.0 km ,"2,994",767,Kolkata
The Lindsay,3.5,Very Good,1990,3.0,New Market Area ,Park Street,870 m ,"2,907",710,Kolkata
RituIvy,4.0,Very Good,547,3.0,East Kolkata Township,,,"2,132",588,Kolkata
Hotel O2 Oxygen,3.8,Very Good,826,4.0,Near Kolkata Airport ,Netaji Subhash Chandra Bose International Airport,2.1 km ,"2,856",583,Kolkata
VISITEL - A BOUTIQUE HOTEL,3.8,Very Good,1058,3.0,Kankurgachi,,,"1,991",590,Kolkata
IndiSmart Hotel,3.9,Very Good,277,3.0,Salt Lake City,,,"1,999",515,Kolkata
LYNQ AERO,4.0,Very Good,461,3.0,Salt Lake City,,,"3,242",767,Kolkata
"Park Guest House, Kolkata",3.7,Very Good,19,,Park Street ,Park Street,140 m ,"1,045",315,Kolkata
Regenta Inn Larica,3.6,Very Good,1448,3.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,4.1 km ,"2,713",419,Kolkata
Golden Tulip Kolkata,4.1,Very Good,1538,4.0,Salt Lake City,,,"3,772",770,Kolkata
The Senator,4.3,Excellent,1016,3.0,Elgin,,,"2,511",513,Kolkata
Gallery 67,4.2,Very Good,832,3.0,Ghose Bagan ,Netaji Subhash Chandra Bose International Airport,9.4 km ,"2,536",737,Kolkata
CHOWDHURY'S ESTATES,3.5,Very Good,24,,Elgin,,,"1,935",480,Kolkata
Pipal Tree Hotel,4.0,Very Good,2274,4.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,4.2 km ,"3,579",846,Kolkata
Stayotel,4.0,Very Good,606,3.0,Dum Dum ,Netaji Subhash Chandra Bose International Airport,1.5 km ,"2,365",672,Kolkata
"Raajkutir, Kolkata - IHCL SeleQtions",4.6,Excellent,576,5.0,Kankurgachi ,Salt Lake Stadium,810 m ,"5,350",,Kolkata
The Sonnet,4.1,Very Good,844,4.0,Salt Lake City,,,"4,937","1,233",Kolkata
"Krishna Kunja | Rooms & Caretaker
Like a 3",4.6,Excellent,99,,South Dum Dum ,Netaji Subhash Chandra Bose International Airport,5.1 km ,"1,440",418,Kolkata
Aristocrat Hotel,3.7,Very Good,262,4.0,New Town,,,"1,966",409,Kolkata
The Fern Residency Kolkata,3.8,Very Good,1051,3.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,4.2 km ,"2,462",582,Kolkata
Sapphire Suites,3.8,Very Good,776,3.0,New Market Area ,Park Street,780 m ,"3,089",631,Kolkata
Victoria Hotel,4.0,Very Good,862,3.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,4.0 km ,"2,388",720,Kolkata
The Pearl Hotel,3.3,Good,608,3.0,Beliaghata ,Salt Lake Stadium,840 m ,"1,517",484,Kolkata
The Astor,4.2,Very Good,933,4.0,Park Street Area,,,"4,502",920,Kolkata
Barsana Boutique Hotel (Pure vegetarian),4.2,Very Good,296,3.0,Tangra,,,"3,767",770,Kolkata
THE MAUREEN KOLKATA,4.0,Very Good,1441,3.0,Baguiati ,Netaji Subhash Chandra Bose International Airport,4.7 km ,"3,188",671,Kolkata
The Aster Penthouse,4.2,Very Good,12,,Ballygunge ,Park Street,960 m ,"1,766",532,Kolkata
The Firangipani Suites,4.0,Very Good,106,3.0,New Town,,,"1,980",484,Kolkata
Celesta,4.1,Very Good,1087,3.0,Baguiati ,Netaji Subhash Chandra Bose International Airport,5.8 km ,"3,085",842,Kolkata
HOTEL EASTERN PLAZA,3.3,Good,1312,3.0,Kaikhali ,Netaji Subhash Chandra Bose International Airport,4.1 km ,"1,192",331,Kolkata
Hotel Aura,3.6,Very Good,432,3.0,New Market Area,,,"2,106",599,Kolkata
Viceroy Kolkata (Boutique Hotel),3.8,Very Good,1077,3.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,3.8 km ,"2,562",523,Kolkata
Beyzaa Hotel & Suites (Brewery Hotel),4.2,Very Good,593,4.0,Salt Lake City,,,"4,589",551,Kolkata
The CORPORATE,3.4,Good,577,3.0,Park Street ,Park Street,130 m ,"3,086",867,Kolkata
Hotel Trimoorti,3.6,Very Good,1375,3.0,Bhowanipore,,,"1,488",476,Kolkata
Bubble Beds,3.9,Very Good,376,,Kalighat ,Kalighat Kali Temple,960 m ,597,161,Kolkata
The Opus Kolkata - A Boutique Hotel,3.9,Very Good,376,3.0,Bhowanipore,,,"2,372",485,Kolkata
Hotel Crest Inn,3.7,Very Good,975,,Park Circus,,,"1,260",382,Kolkata
Golden Parkk,3.6,Very Good,219,3.0,Park Street Area ,Park Street,960 m ,"3,767",770,Kolkata
Hotel The Crest,3.8,Very Good,324,,Park Circus,,,"1,328",384,Kolkata
Park Victoria Hotel,3.4,Good,383,,New Market Area ,Park Street,250 m ,"1,507",308,Kolkata
The Samilton,4.0,Very Good,777,3.0,Bhowanipore,,,"3,499",420,Kolkata
Treebo Trend Orion Sapphire Beck Bagan,3.8,Very Good,127,,Park Street ,Park Street,770 m ,"2,540",530,Kolkata
Eennra Oiitijhyya,4.4,Excellent,142,3.0,Keyatala,,,"1,994",567,Kolkata
"The Aster Heritage Homestay | Rooms & Caretaker
Like a 3",4.3,Excellent,115,,New Market Area ,Park Street,60 m ,"2,452",660,Kolkata
Basera Guest House,4.1,Very Good,635,,Gariahat,,,"1,000",289,Kolkata
LYNQ-CICO - Hotel,3.8,Very Good,634,3.0,Alipore,,,"2,372",576,Kolkata
The Lake Hotel,3.7,Very Good,396,3.0,Dhakuria,,,"1,986",528,Kolkata
"The Aster Heritage Gold
Like a 3",4.4,Excellent,17,,New Market Area ,Park Street,50 m ,"4,723","1,320",Kolkata
Treebo Tryst Tahoora International Park Street,3.7,Very Good,70,3.0,Park Street ,Park Street,100 m ,"3,257",680,Kolkata
Southern Plaza,3.8,Very Good,276,3.0,Kalighat,,,"3,201",674,Kolkata
DIAMOND PLAZA,3.8,Very Good,736,,Bow Bazaar ,College Street,800 m ,"1,850",438,Kolkata
Lytton Hotel,3.6,Very Good,431,3.0,New Market Area ,Park Street,560 m ,"3,004",711,Kolkata
"Dorota House | Room & Caretaker
Like a 3",4.0,Very Good,73,,Salt Lake City,,,"1,365",412,Kolkata
Hotel O2 VIP,3.9,Very Good,356,3.0,Near Kolkata Airport ,Netaji Subhash Chandra Bose International Airport,2.0 km ,"2,212",481,Kolkata
Hotel Gateway Continental,3.8,Very Good,600,3.0,Dum Dum ,Netaji Subhash Chandra Bose International Airport,1.3 km ,"2,800",737,Kolkata
Hotel Air View,4.0,Very Good,539,,Dum Dum ,Netaji Subhash Chandra Bose International Airport,1.8 km ,"1,078",255,Kolkata
Hotel Casa Fortuna,3.9,Very Good,693,3.0,Park Street Area,,,"3,934",950,Kolkata
Middleton Inn,3.5,Very Good,264,3.0,Park Street ,Park Street,710 m ,"2,590",545,Kolkata
Hotel Sawood International,3.6,Very Good,687,3.0,Tangra,,,"2,122",560,Kolkata
