Hotel Name,Rating,Rating Description,Reviews,Star Rating,Location,Nearest Landmark,Distance to Landmark,Price,Tax,place
Royal Orchid Central Bangalore,3.7,Very Good,3836.0,4.0,Ulsoor ,MG Road,2.3 km ,"5,823",699,Bangalore
Shivas Galaxy Hotel,4.1,Very Good,963.0,4.0,Near Bangalore Airport ,Kempegowda Airport ,8.2 km ,"2,900",604,Bangalore
"The Bouvice
Like a 3",4.2,Very Good,151.0,,Koramangala,,,"2,279",624,Bangalore
JW Marriott Bengaluru Prestige Golfshire Resort and Spa,4.7,Excellent,100.0,5.0,In Devanhalli ,Bangalore city centre,52.0 km ,"25,000",,Bangalore
La Sara Grand (Formerly Known as Nandhana Grand),4.0,Very Good,838.0,3.0,Koramangala,,,"2,939",752,Bangalore
Zone By The Park Infantry,3.9,Very Good,762.0,5.0,Infantry Road ,MG Road,1.9 km ,"4,252","1,021",Bangalore
The Chancery,3.9,Very Good,2155.0,4.0,Ashok Nagar ,MG Road,980 m ,"4,230",990,Bangalore
Nash Inn Electronic City,3.1,Good,321.0,,Electronic City,,,979,268,Bangalore
Radisson Blu Bengaluru Outer Ring Road,4.2,Very Good,1159.0,5.0,Outer Ring Road,,,"8,000",,Bangalore
"Ginger Bangalore, Whitefield",3.7,Very Good,1198.0,3.0,Brookefield,,,"1,884",,Bangalore
Hotel Royal Orchid Bangalore,3.9,Very Good,2185.0,5.0,Domlur Layout,,,"7,268",872,Bangalore
"The Hosteller Bangalore, Koramangala",4.3,Excellent,13.0,,Koramangala,,,"1,295",294,Bangalore
Silicon City Hotel,3.4,Good,695.0,4.0,Hosur road,,,"1,586",418,Bangalore
Country Inn And Suites By Radisson Bengaluru Hebbal,3.8,Very Good,1928.0,4.0,Hebbal,,,"3,500",,Bangalore
Octave Himalaya Monarch,4.0,Very Good,2624.0,3.0,Gandhi Nagar,,,"1,645",333,Bangalore
Greenpark Bengaluru,4.7,Excellent,62.0,4.0,Bannerghatta Main road,,,"6,345","1,350",Bangalore
ITC Gardenia - A Luxury Collection Hotel,4.5,Excellent,1389.0,5.0,Ashok Nagar ,MG Road,2.1 km ,"11,700",,Bangalore
The Continentti Whitefield,4.0,Very Good,1189.0,3.0,Brookefield,,,"2,791",564,Bangalore
The Monarch Luxur,3.9,Very Good,775.0,4.0,Infantry Road ,MG Road,1.6 km ,"3,723",752,Bangalore
Ballal Residency,3.9,Very Good,875.0,3.0,Residency Road ,MG Road,2.3 km ,"3,084",836,Bangalore
Hibernest Indiranagar,4.2,Very Good,142.0,,Indiranagar,,,"1,005",325,Bangalore
Fortune Park JP Celestial-Member ITC Hotel Group,3.8,Very Good,1876.0,4.0,Gandhi Nagar,,,"5,292",,Bangalore
"Click Hotel Bangalore, International Airport",4.2,Very Good,438.0,3.0,Near Bangalore Airport ,Kempegowda Airport ,8.0 km ,"3,510",421,Bangalore
Omatra Hotel HSR,3.4,Good,91.0,,Outer Ring Road,,,"2,194",539,Bangalore
Svenska Design Hotel,3.3,Good,627.0,,Electronic City,,,"1,999",642,Bangalore
Peninsula Suites,3.9,Very Good,1341.0,4.0,Whitefield,,,"2,264",306,Bangalore
Iris Hotel & Spa Bangalore,4.1,Very Good,1016.0,4.0,Residency Road ,MG Road,2.1 km ,"5,330","1,247",Bangalore
SM Royal Stay Hotel near Intl Airport Bangalore,4.2,Very Good,47.0,3.0,Near Bangalore Airport ,Kempegowda Airport ,5.0 km ,"1,692",360,Bangalore
"Halcyon Residences
Like a 3",3.8,Very Good,613.0,,Koramangala,,,"2,759",755,Bangalore
Shangri-La Bengaluru,4.5,Excellent,584.0,5.0,Palace road ,Bangalore Palace,1.9 km ,"13,500",,Bangalore
The Leela Bhartiya City Bengaluru,4.6,Excellent,213.0,5.0,Tirumanahalli,,,"11,000",,Bangalore
"Holiday Inn Express & Suites, OMR Bengaluru",4.1,Very Good,526.0,4.0,Whitefield,,,"3,999",,Bangalore
Fairfield By Marriott Bengaluru Rajajinagar,3.9,Very Good,883.0,4.0,Rajajinagar,,,"5,400",,Bangalore
The Zuri Whitefield,4.3,Excellent,662.0,5.0,Whitefield,,,"6,501",780,Bangalore
MAYBAACH HOTELS,4.1,Very Good,79.0,3.0,Marathahalli,,,"2,820",660,Bangalore
Regenta Place Bangalore by Royal Orchid Hotels Limited,3.5,Very Good,923.0,4.0,Shivaji Nagar ,MG Road,2.2 km ,"2,848",342,Bangalore
Icon Business Hotel by Bhagini,3.6,Very Good,1024.0,3.0,HAL old airport road,,,"2,300",465,Bangalore
Sterlings Mac Hotel & Suites,4.1,Very Good,732.0,5.0,HAL old airport road,,,"6,768","1,368",Bangalore
Nexstay Kites Inn,4.3,Excellent,36.0,3.0,Hosur road,,,"2,799",,Bangalore
The Leela Palace Bengaluru,4.5,Excellent,1048.0,5.0,HAL old airport road,,,"16,500",,Bangalore
Omatra Infantry Road | Rooms in a Homestay,3.8,Very Good,319.0,,Infantry Road ,MG Road,1.4 km ,"2,098",554,Bangalore
Bloom Hotel HSR Layout Sector 3,3.9,Very Good,24.0,3.0,HSR Layout,,,"5,500",,Bangalore
NOOR EMPIRE INTERNATIONAL,3.7,Very Good,1552.0,3.0,Koramangala,,,"2,776",752,Bangalore
Attide Biz,3.5,Very Good,468.0,3.0,Hebbal,,,"2,835",693,Bangalore
Stayhome Classic,4.3,Excellent,285.0,,Bilekahalli,,,"2,345",642,Bangalore
DoubleTree Suites by Hilton,4.3,Excellent,849.0,5.0,Outer Ring Road,,,"9,500",,Bangalore
Bloomrooms @ Indiranagar,4.1,Very Good,874.0,3.0,Indiranagar,,,"4,300",,Bangalore
RG Royal Hotel,4.2,Very Good,875.0,4.0,Yeshwanthpur,,,"3,666",741,Bangalore
Four Seasons Hotel Bengaluru at Embassy One,4.8,Excellent,302.0,5.0,Ganganagar ,Palace Grounds,990 m ,"14,875",,Bangalore
Ramee Strand inn,3.0,Good,348.0,3.0,Hosur road,,,"1,505",396,Bangalore
Shravanthi Sarovar Portico JP Nagar,3.6,Very Good,139.0,4.0,Outer Ring Road,,,"3,977",804,Bangalore
"Vivanta Bengaluru, Whitefield",4.3,Excellent,959.0,5.0,Whitefield,,,"7,500",,Bangalore
"Melange Astris
Like a 3",4.1,Very Good,1006.0,,Richmond road ,Cubbon Park,2.5 km ,"4,300",969,Bangalore
Octave Church Inn,3.5,Very Good,712.0,3.0,Church Street ,MG Road,94 m ,"1,669",337,Bangalore
Mastiff Infantry Bengaluru,4.0,Very Good,221.0,3.0,Infantry Road ,MG Road,1.8 km ,"1,865",569,Bangalore
