Hotel Name,Rating,Rating Description,Reviews,Star Rating,Location,Nearest Landmark,Distance to Landmark,Price,Tax,place
The Leela Ambience Convention Hotel Delhi,4.4,Excellent,3845.0,5.0,East Delhi,,,"7,499",,Delhi
Jaypee Vasant Continental Hotel,4.0,Very Good,1696.0,5.0,Vasant Vihar ,T1 - Delhi Airport (IGI Airport),7.6 km ,"5,999",,Delhi
YWCA INTERNATIONAL GUEST HOUSE,3.8,Very Good,412.0,,Connaught Place ,India Gate,3.0 km ,"2,408",648,Delhi
Holiday Inn New Delhi Mayur Vihar,4.1,Very Good,2935.0,5.0,East Delhi,,,"6,249",,Delhi
Lemon Tree Premier Delhi Airport,3.9,Very Good,9726.0,4.0,Aerocity ,Indira Gandhi International Airport,4.1 km ,"4,464","1,478",Delhi
Radisson Blu Marina Hotel Connaught Place,3.8,Very Good,2642.0,5.0,Connaught Place,,,"8,000",,Delhi
The Metropolitan Hotel and Spa,4.1,Very Good,4049.0,5.0,Connaught Place,,,"7,500",,Delhi
The Grand New Delhi,3.8,Very Good,1885.0,5.0,Vasant Kunj ,Indira Gandhi International Airport,7.7 km ,"12,899","2,322",Delhi
Crowne Plaza Mayur Vihar,4.3,Excellent,3398.0,5.0,East Delhi,,,"8,649",,Delhi
Hotel Smart Plaza,4.3,Excellent,4031.0,3.0,Mahipalpur ,Indira Gandhi International Airport,4.4 km ,"1,525",423,Delhi
Hotel Aero Star,4.3,Excellent,9760.0,4.0,Mahipalpur ,Indira Gandhi International Airport,4.3 km ,"2,472",505,Delhi
Golden Bliss Near IGI Airport Mahipalpur,3.0,Good,108.0,,Mahipalpur ,Indira Gandhi International Airport,4.1 km ,"2,794",811,Delhi
Hotel International Inn,4.1,Very Good,12005.0,3.0,Mahipalpur ,Indira Gandhi International Airport,4.3 km ,"2,199",537,Delhi
The Park New Delhi,3.5,Very Good,6779.0,5.0,Connaught Place ,Connaught Place,730 m ,"7,905","2,125",Delhi
ibis New Delhi Aerocity - An Accor Brand,3.7,Very Good,5538.0,4.0,Aerocity ,Indira Gandhi International Airport,4.4 km ,"5,100",,Delhi
goSTOPS Delhi - Rooms & Dorms,4.2,Very Good,1076.0,,Chandni Chowk ,Red Fort,1.8 km ,"1,481",384,Delhi
Hotel The Royal Plaza,3.4,Good,10365.0,4.0,Connaught Place ,India Gate,2.3 km ,"7,379",885,Delhi
"Taj Mahal, New Delhi",4.5,Excellent,991.0,5.0,Man Singh Road Area ,India Gate,1.2 km ,"12,000",,Delhi
Hotel Shanti Palace (Mahipalpur),3.7,Very Good,2308.0,4.0,Mahipalpur ,Indira Gandhi International Airport,4.1 km ,"2,604",532,Delhi
Aloft New Delhi Aerocity,4.2,Very Good,2906.0,5.0,Aerocity ,Indira Gandhi International Airport,4.1 km ,"6,950",,Delhi
Radisson Blu Hotel New Delhi Dwarka,3.7,Very Good,7268.0,5.0,Sector 13 Dwarka,,,"5,953",714,Delhi
Hotel Star,4.3,Excellent,1202.0,4.0,Mahipalpur ,Indira Gandhi International Airport,4.3 km ,"2,472",505,Delhi
Pullman New Delhi International Airport- An Accor Luxury Brand,4.3,Excellent,2197.0,5.0,Aerocity ,Indira Gandhi International Airport,4.2 km ,"10,500",,Delhi
Hotel Aman Continental @ Paharganj,4.3,Excellent,5760.0,3.0,Paharganj ,New Delhi Railway Station,390 m ,"2,045",620,Delhi
"Taj Palace, New Delhi",4.5,Excellent,7913.0,5.0,Chanakyapuri ,T1 - Delhi Airport (IGI Airport),7.0 km ,"11,500",,Delhi
Red Fox Hotel Delhi Airport,3.9,Very Good,7509.0,3.0,Aerocity ,Indira Gandhi International Airport,4.2 km ,"2,903","1,054",Delhi
"Vivanta New Delhi, Dwarka",4.3,Excellent,7707.0,5.0,Sector 21 Dwarka,,,"7,100",,Delhi
The Gold Regency @ Paharganj,4.3,Excellent,2949.0,3.0,Paharganj ,New Delhi Railway Station,310 m ,"2,044",620,Delhi
"Red Brick | Home by Earthaa Escapes
Like a 3",4.2,Very Good,132.0,,Malviya Nagar,,,"2,548",696,Delhi
JW Marriott Hotel New Delhi Aerocity,4.5,Excellent,1308.0,5.0,Aerocity ,Indira Gandhi International Airport,4.1 km ,"12,800",,Delhi
Crowne Plaza Rohini,4.3,Excellent,2702.0,5.0,Rohini,,,"6,498",,Delhi
"Park Plaza, Shahdara",3.7,Very Good,3422.0,5.0,East Delhi,,,"3,825",,Delhi
Andaz Delhi - A concept by Hyatt,4.3,Excellent,1272.0,5.0,Aerocity ,Indira Gandhi International Airport,3.9 km ,"11,000",,Delhi
Homestay AC Dormitory at Kashmiri Gate,3.9,Very Good,256.0,,North Delhi,,,735,229,Delhi
Zone Connect Saket Delhi,3.9,Very Good,390.0,5.0,Saket,,,"5,900","1,205",Delhi
Crowne Plaza Okhla,4.3,Excellent,2802.0,5.0,Okhla Industrial Area,,,"6,300",,Delhi
Taurus Sarovar Portico,3.1,Good,845.0,4.0,Mahipalpur ,Indira Gandhi International Airport,4.0 km ,"2,976",608,Delhi
The Leela Palace New Delhi,4.5,Excellent,449.0,5.0,Chanakyapuri ,T1 - Delhi Airport (IGI Airport),8.5 km ,"17,000",,Delhi
Shangri-La Eros New Delhi,4.4,Excellent,1832.0,5.0,Connaught Place ,India Gate,2.3 km ,"12,500",,Delhi
Sheraton New Delhi,4.5,Excellent,1706.0,5.0,Saket,,,"9,500",,Delhi
"Hyatt Centric Janakpuri, New Delhi",3.6,Very Good,850.0,5.0,Janakpuri,,,"5,599",,Delhi
ITC Maurya - A Luxury Collection Hotel,4.3,Excellent,2009.0,5.0,Chanakyapuri ,T1 - Delhi Airport (IGI Airport),7.4 km ,"11,000",,Delhi
Le Meridien Delhi,4.2,Very Good,1622.0,5.0,Connaught Place ,India Gate,2.1 km ,"12,150",,Delhi
"Eros Hotel New Delhi ,Nehru Place",4.0,Very Good,2733.0,5.0,Near Nehru Place,,,"4,999",,Delhi
Jaypee Siddharth Hotel,3.7,Very Good,2052.0,5.0,Pusa road ,BLK Hospital,590 m ,"6,299",,Delhi
Hotel Vertu,4.0,Very Good,3227.0,4.0,Mahipalpur ,Indira Gandhi International Airport,4.2 km ,"2,525",631,Delhi
"Le ROI, Delhi@ New Delhi Railway Station",4.0,Very Good,4625.0,3.0,Paharganj,,,"2,474",633,Delhi
Ashiana Hotel @ New Delhi Railway Station,3.7,Very Good,176.0,,Paharganj ,New Delhi Railway Station,880 m ,883,307,Delhi
The Roseate,4.3,Excellent,2371.0,5.0,Mahipalpur ,Indira Gandhi International Airport,8.0 km ,"12,024","2,164",Delhi
"The Connaught, New Delhi - IHCL SeleQtions",4.5,Excellent,2016.0,4.0,Connaught Place ,Connaught Place,980 m ,"7,499",,Delhi
Hyatt Regency New Delhi,4.2,Very Good,1655.0,5.0,R.K. Puram ,T1 - Delhi Airport (IGI Airport),8.3 km ,"8,100","1,863",Delhi
Hotel Samrat,3.2,Good,2214.0,4.0,Chanakyapuri ,T1 - Delhi Airport (IGI Airport),9.8 km ,"4,278",874,Delhi
"New Delhi YMCA Tourist Hostel | Rooms & Wi-Fi
Like a 3",3.5,Very Good,1401.0,,Connaught Place ,Connaught Place,900 m ,"3,148",847,Delhi
Golden Keys Inn,3.7,Very Good,752.0,3.0,North Delhi,,,"2,009",679,Delhi
Ginger East Delhi,3.5,Very Good,3276.0,3.0,East Delhi,,,"1,839",,Delhi
The Hans,3.6,Very Good,1397.0,4.0,Connaught Place ,Agrasen Ki Baoli,600 m ,"4,860",993,Delhi
"Shubham Vilas
Like a 3",4.2,Very Good,323.0,,Rajouri Garden,,,"1,876",665,Delhi
Ramada By Wyndham New Delhi Pitampura,3.5,Very Good,1620.0,4.0,North Delhi,,,"4,437",906,Delhi
Svelte Hotel & Personal Suites,3.6,Very Good,967.0,5.0,Saket,,,"8,333",,Delhi
The Grand Uddhav,4.2,Very Good,1838.0,3.0,Paharganj ,New Delhi Railway Station,740 m ,"3,081",817,Delhi
Hotel Chanakya Inn,3.4,Good,2603.0,3.0,Mahipalpur ,Indira Gandhi International Airport,4.1 km ,"1,836",513,Delhi
Hotel Viva Palace @ Delhi Airport,3.9,Very Good,528.0,4.0,Mahipalpur ,Indira Gandhi International Airport,4.2 km ,"2,271",567,Delhi
Hotel Hari Piorko,3.8,Very Good,5220.0,3.0,Paharganj ,New Delhi Railway Station,630 m ,"1,104",412,Delhi
Hotel Southern,3.4,Good,2350.0,3.0,Karol bagh,,,"1,951",469,Delhi
Hotel Delhi 37,4.3,Excellent,8326.0,3.0,Mahipalpur ,Indira Gandhi International Airport,4.3 km ,"2,472",505,Delhi
Red Fox Hotel East Delhi,3.6,Very Good,1069.0,3.0,East Delhi,,,"1,908",692,Delhi
HOME@B11,2.3,Average,3.0,,East Of Kailash,,,"2,758",901,Delhi
The Umrao,3.9,Very Good,2863.0,5.0,Samalka ,Indira Gandhi International Airport,6.5 km ,"5,000",,Delhi
IIDL Suites,4.1,Very Good,1926.0,4.0,East Delhi,,,"4,900",,Delhi
Four Points by Sheraton Delhi,4.0,Very Good,1662.0,4.0,Samalka ,Indira Gandhi International Airport,6.4 km ,"4,559",,Delhi
"Deventure Sarovar Portico, Kapashera, New Delhi",3.9,Very Good,2681.0,4.0,Delhi ,Indira Gandhi International Airport,8.1 km ,"5,022","1,026",Delhi
"The Dream House BnB | Rooms & Caretaker
Like a 3",4.1,Very Good,41.0,,Safdarjung Enclave ,T1 - Delhi Airport (IGI Airport),9.4 km ,"2,542",684,Delhi
"Park Inn by Radisson, IP Extension- New Delhi",3.8,Very Good,2618.0,4.0,East Delhi,,,"4,150",,Delhi
The Claridges New Delhi,4.1,Very Good,1055.0,5.0,Motilal Nehru Marg Area ,India Gate,2.2 km ,"10,350","1,863",Delhi
De Pavilion Hotel,3.6,Very Good,2047.0,4.0,Mahipalpur ,Indira Gandhi International Airport,4.6 km ,"3,164",646,Delhi
Venizia Sarovar Portico,3.6,Very Good,563.0,4.0,North Delhi,,,"3,766",769,Delhi
Centaur Hotel,2.5,Average,676.0,3.0,Delhi Airport ,Indira Gandhi International Airport,2.0 km ,"3,202",654,Delhi
The Orion Plaza - Nehru Place,3.8,Very Good,1180.0,3.0,Near Nehru Place,,,"2,706",589,Delhi
Dee Marks Hotel & Resort Delhi Airport,3.4,Good,1572.0,4.0,Mahipalpur ,Indira Gandhi International Airport,8.8 km ,"2,534",633,Delhi
HOTEL LE SEASONS,3.6,Very Good,581.0,4.0,Mahipalpur ,Indira Gandhi International Airport,3.8 km ,"2,653",700,Delhi
Caspia Hotel New Delhi Shalimar Bagh,3.4,Good,1725.0,3.0,North Delhi,,,"2,799",572,Delhi
"Park Inn by Radisson, Lajpat Nagar",4.1,Very Good,1856.0,4.0,Andrews Ganj,,,"6,999",,Delhi
Jukaso Inn Down Town,3.6,Very Good,1207.0,3.0,Connaught Place ,Connaught Place,700 m ,"3,134",682,Delhi
Hotel LA New Delhi,3.6,Very Good,1764.0,4.0,Mangolpuri,,,"3,438",702,Delhi
Kelvish Hotel Near Delhi Airport,3.9,Very Good,1337.0,3.0,Mahipalpur ,Indira Gandhi International Airport,5.4 km ,"1,869",481,Delhi
The Park Bangalore,3.9,Very Good,4187.0,5.0,Ulsoor,,,"7,567","2,254",Bangalore
"Keys Select by Lemon Tree Hotels, Whitefield, Bengaluru",4.0,Very Good,2201.0,4.0,Brookefield,,,"1,509",531,Bangalore
ITC Windsor - A Luxury Collection Hotel,4.4,Excellent,1315.0,5.0,Vasanth Nagar ,Bangalore Palace,2.4 km ,"9,900",,Bangalore
Lemon Tree Premier Ulsoor Lake Bangalore,4.0,Very Good,5089.0,5.0,Sivanchetti Gardens ,Ulsoor Lake,770 m ,"2,347",918,Bangalore
"Keys Select by Lemon Tree Hotels, Hosur Road, Bengaluru",4.0,Very Good,3290.0,4.0,Hosur road,,,"2,522","1,014",Bangalore
The Chancery Pavilion,3.8,Very Good,4764.0,5.0,Ashok Nagar ,MG Road,2.4 km ,"6,580","1,540",Bangalore
Radisson Blu Atria Bengaluru,4.3,Excellent,2372.0,5.0,Palace road,,,"10,200",,Bangalore
Lemon Tree Hotel Electronics City Bangalore,4.1,Very Good,2314.0,4.0,Electronic City,,,"2,598","1,016",Bangalore
"Welcomhotel by ITC Hotels, Richmond Road, Bengaluru",4.3,Excellent,2076.0,5.0,Richmond road,,,"7,700",,Bangalore
Grand Mercure Bangalore - An Accor Brand,4.3,Excellent,426.0,5.0,Koramangala,,,"9,700",,Bangalore
Holiday Inn Express Bengaluru Yeshwantpur,3.7,Very Good,1602.0,3.0,Tumkur road,,,"3,680",480,Bangalore
goSTOPS Bengaluru - Rooms & Dorms,4.2,Very Good,500.0,,Gandhi Nagar,,,"1,098",269,Bangalore
Holiday Inn Bengaluru Racecourse,4.0,Very Good,2156.0,5.0,Gandhi Nagar,,,"7,249",,Bangalore
Fortune Select JP Cosmos - Member ITC Hotel Group,4.0,Very Good,2944.0,5.0,Vasanth Nagar ,Bangalore Palace,2.9 km ,"5,999",,Bangalore
Hyatt Centric MG Road Bangalore,4.2,Very Good,1162.0,5.0,Ulsoor,,,"6,250",,Bangalore
Ibis Bengaluru City Centre - An Accor Brand,3.9,Very Good,1805.0,4.0,Sampangi Rama Nagar ,Cubbon Park,1.8 km ,"4,299",,Bangalore
"The Fern Residency - Yeshwanthpur, Bengaluru",4.0,Very Good,1618.0,4.0,Tumkur road,,,"4,112",831,Bangalore
Ashraya International Hotel,3.7,Very Good,664.0,3.0,Infantry Road ,MG Road,2.3 km ,"2,792",564,Bangalore
Davanam Sarovar Portico Suites,4.3,Excellent,1865.0,4.0,Koramangala,,,"5,076","1,026",Bangalore
"Taj M G Road, Bengaluru",4.6,Excellent,1715.0,5.0,Sivanchetti Gardens ,MG Road,2.9 km ,"9,000",,Bangalore
Draper Startup House Koramangala | Dorms & Rooms,4.4,Excellent,222.0,,Koramangala,,,"1,113",294,Bangalore
The Lalit Ashok Bangalore,3.8,Very Good,2542.0,5.0,Seshadripuram,,,"6,698","1,354",Bangalore
"Vivanta Bengaluru, Residency Road",4.3,Excellent,1022.0,5.0,Residency Road ,MG Road,1.5 km ,"7,000",,Bangalore
ibis Bengaluru Hebbal - An Accor Brand,4.1,Very Good,237.0,4.0,Hebbal,,,"4,499",,Bangalore
Vividus,4.2,Very Good,1791.0,5.0,Gandhi Nagar,,,"6,547","2,156",Bangalore
Citrus Hotel Cunningham,4.1,Very Good,1869.0,5.0,Cunningham Road ,Indira Gandhi Musical Fountain Park,780 m ,"3,934","1,075",Bangalore
Citrus Classic Bengaluru,3.9,Very Good,527.0,4.0,Outer Ring Road,,,"3,575",977,Bangalore
"Taj Yeshwantpur, Bengaluru",4.6,Excellent,2138.0,5.0,Tumkur road,,,"7,500",,Bangalore
Lemon Tree Hotel Whitefield,4.1,Very Good,2327.0,4.0,Brookefield,,,"2,347",843,Bangalore
"Golden Lotus Bangalore Boutique Suites | Rooms & Garden
Like a 3",3.8,Very Good,865.0,,Richmond road ,MG Road,3.0 km ,"2,660",754,Bangalore
Ramada Encore,4.4,Excellent,4271.0,4.0,Domlur Layout,,,"5,640","1,140",Bangalore
Ibis Bengaluru Hosur Road - An Accor Brand,3.9,Very Good,1381.0,3.0,Hosur road,,,"4,499",,Bangalore
"The Oberoi, Bengaluru",4.7,Excellent,1565.0,5.0,Ulsoor,,,"11,500",,Bangalore
Holiday Inn Express Bengaluru Whitefield ITPL,3.5,Very Good,1242.0,3.0,Whitefield,,,"3,399",,Bangalore
The Hosteller Bangalore Brigade Road,,,,,Ashok Nagar ,MG Road,2.2 km ,"1,330",315,Bangalore
Ginger Bangalore (IRR),3.6,Very Good,1639.0,3.0,Domlur Layout,,,"1,689",,Bangalore
Gokulam Grand Hotel & Spa,4.1,Very Good,1537.0,5.0,Mathikere,,,"6,409","1,295",Bangalore
Bloom Hotel - Airport Road Bengaluru,4.4,Excellent,191.0,3.0,Near Bangalore Airport ,Kempegowda Airport ,7.7 km ,"4,000",,Bangalore
Hotel Ramanashree Richmond Circle,3.8,Very Good,686.0,3.0,Sampangi Rama Nagar ,Cubbon Park,2.1 km ,"2,792",564,Bangalore
"SRS Suites
Like a 3",4.4,Excellent,20.0,,Koramangala,,,"3,178",806,Bangalore
JP CORDIAL,3.7,Very Good,1750.0,3.0,Majestic,,,"2,726",638,Bangalore
Taj Bangalore,4.6,Excellent,1172.0,5.0,Near Bangalore Airport ,Kempegowda Airport ,900 m ,"11,750",,Bangalore
Radisson Bengaluru City Center,4.5,Excellent,1283.0,4.0,Ulsoor,,,"7,500",,Bangalore
The Pride Hotel Bangalore,3.8,Very Good,1526.0,4.0,Richmond road ,Cubbon Park,2.6 km ,"4,599",552,Bangalore
BloomSuites | Electronic City,4.1,Very Good,643.0,4.0,Electronic City,,,"5,000",,Bangalore
Southern Star Bangalore,3.9,Very Good,1320.0,4.0,Ashok Nagar ,MG Road,910 m ,"3,082",872,Bangalore
Royal Orchid Central Bangalore,3.7,Very Good,3836.0,4.0,Ulsoor ,MG Road,2.3 km ,"5,823",699,Bangalore
Shivas Galaxy Hotel,4.1,Very Good,963.0,4.0,Near Bangalore Airport ,Kempegowda Airport ,8.2 km ,"2,900",604,Bangalore
"The Bouvice
Like a 3",4.2,Very Good,151.0,,Koramangala,,,"2,279",624,Bangalore
JW Marriott Bengaluru Prestige Golfshire Resort and Spa,4.7,Excellent,100.0,5.0,In Devanhalli ,Bangalore city centre,52.0 km ,"25,000",,Bangalore
La Sara Grand (Formerly Known as Nandhana Grand),4.0,Very Good,838.0,3.0,Koramangala,,,"2,939",752,Bangalore
Zone By The Park Infantry,3.9,Very Good,762.0,5.0,Infantry Road ,MG Road,1.9 km ,"4,252","1,021",Bangalore
The Chancery,3.9,Very Good,2155.0,4.0,Ashok Nagar ,MG Road,980 m ,"4,230",990,Bangalore
Nash Inn Electronic City,3.1,Good,321.0,,Electronic City,,,979,268,Bangalore
Radisson Blu Bengaluru Outer Ring Road,4.2,Very Good,1159.0,5.0,Outer Ring Road,,,"8,000",,Bangalore
"Ginger Bangalore, Whitefield",3.7,Very Good,1198.0,3.0,Brookefield,,,"1,884",,Bangalore
Hotel Royal Orchid Bangalore,3.9,Very Good,2185.0,5.0,Domlur Layout,,,"7,268",872,Bangalore
"The Hosteller Bangalore, Koramangala",4.3,Excellent,13.0,,Koramangala,,,"1,295",294,Bangalore
Silicon City Hotel,3.4,Good,695.0,4.0,Hosur road,,,"1,586",418,Bangalore
Country Inn And Suites By Radisson Bengaluru Hebbal,3.8,Very Good,1928.0,4.0,Hebbal,,,"3,500",,Bangalore
Octave Himalaya Monarch,4.0,Very Good,2624.0,3.0,Gandhi Nagar,,,"1,645",333,Bangalore
Greenpark Bengaluru,4.7,Excellent,62.0,4.0,Bannerghatta Main road,,,"6,345","1,350",Bangalore
ITC Gardenia - A Luxury Collection Hotel,4.5,Excellent,1389.0,5.0,Ashok Nagar ,MG Road,2.1 km ,"11,700",,Bangalore
The Continentti Whitefield,4.0,Very Good,1189.0,3.0,Brookefield,,,"2,791",564,Bangalore
The Monarch Luxur,3.9,Very Good,775.0,4.0,Infantry Road ,MG Road,1.6 km ,"3,723",752,Bangalore
Ballal Residency,3.9,Very Good,875.0,3.0,Residency Road ,MG Road,2.3 km ,"3,084",836,Bangalore
Hibernest Indiranagar,4.2,Very Good,142.0,,Indiranagar,,,"1,005",325,Bangalore
Fortune Park JP Celestial-Member ITC Hotel Group,3.8,Very Good,1876.0,4.0,Gandhi Nagar,,,"5,292",,Bangalore
"Click Hotel Bangalore, International Airport",4.2,Very Good,438.0,3.0,Near Bangalore Airport ,Kempegowda Airport ,8.0 km ,"3,510",421,Bangalore
Omatra Hotel HSR,3.4,Good,91.0,,Outer Ring Road,,,"2,194",539,Bangalore
Svenska Design Hotel,3.3,Good,627.0,,Electronic City,,,"1,999",642,Bangalore
Peninsula Suites,3.9,Very Good,1341.0,4.0,Whitefield,,,"2,264",306,Bangalore
Iris Hotel & Spa Bangalore,4.1,Very Good,1016.0,4.0,Residency Road ,MG Road,2.1 km ,"5,330","1,247",Bangalore
SM Royal Stay Hotel near Intl Airport Bangalore,4.2,Very Good,47.0,3.0,Near Bangalore Airport ,Kempegowda Airport ,5.0 km ,"1,692",360,Bangalore
"Halcyon Residences
Like a 3",3.8,Very Good,613.0,,Koramangala,,,"2,759",755,Bangalore
Shangri-La Bengaluru,4.5,Excellent,584.0,5.0,Palace road ,Bangalore Palace,1.9 km ,"13,500",,Bangalore
The Leela Bhartiya City Bengaluru,4.6,Excellent,213.0,5.0,Tirumanahalli,,,"11,000",,Bangalore
"Holiday Inn Express & Suites, OMR Bengaluru",4.1,Very Good,526.0,4.0,Whitefield,,,"3,999",,Bangalore
Fairfield By Marriott Bengaluru Rajajinagar,3.9,Very Good,883.0,4.0,Rajajinagar,,,"5,400",,Bangalore
The Zuri Whitefield,4.3,Excellent,662.0,5.0,Whitefield,,,"6,501",780,Bangalore
MAYBAACH HOTELS,4.1,Very Good,79.0,3.0,Marathahalli,,,"2,820",660,Bangalore
Regenta Place Bangalore by Royal Orchid Hotels Limited,3.5,Very Good,923.0,4.0,Shivaji Nagar ,MG Road,2.2 km ,"2,848",342,Bangalore
Icon Business Hotel by Bhagini,3.6,Very Good,1024.0,3.0,HAL old airport road,,,"2,300",465,Bangalore
Sterlings Mac Hotel & Suites,4.1,Very Good,732.0,5.0,HAL old airport road,,,"6,768","1,368",Bangalore
Nexstay Kites Inn,4.3,Excellent,36.0,3.0,Hosur road,,,"2,799",,Bangalore
The Leela Palace Bengaluru,4.5,Excellent,1048.0,5.0,HAL old airport road,,,"16,500",,Bangalore
Omatra Infantry Road | Rooms in a Homestay,3.8,Very Good,319.0,,Infantry Road ,MG Road,1.4 km ,"2,098",554,Bangalore
Bloom Hotel HSR Layout Sector 3,3.9,Very Good,24.0,3.0,HSR Layout,,,"5,500",,Bangalore
NOOR EMPIRE INTERNATIONAL,3.7,Very Good,1552.0,3.0,Koramangala,,,"2,776",752,Bangalore
Attide Biz,3.5,Very Good,468.0,3.0,Hebbal,,,"2,835",693,Bangalore
Stayhome Classic,4.3,Excellent,285.0,,Bilekahalli,,,"2,345",642,Bangalore
DoubleTree Suites by Hilton,4.3,Excellent,849.0,5.0,Outer Ring Road,,,"9,500",,Bangalore
Bloomrooms @ Indiranagar,4.1,Very Good,874.0,3.0,Indiranagar,,,"4,300",,Bangalore
RG Royal Hotel,4.2,Very Good,875.0,4.0,Yeshwanthpur,,,"3,666",741,Bangalore
Four Seasons Hotel Bengaluru at Embassy One,4.8,Excellent,302.0,5.0,Ganganagar ,Palace Grounds,990 m ,"14,875",,Bangalore
Ramee Strand inn,3.0,Good,348.0,3.0,Hosur road,,,"1,505",396,Bangalore
Shravanthi Sarovar Portico JP Nagar,3.6,Very Good,139.0,4.0,Outer Ring Road,,,"3,977",804,Bangalore
"Vivanta Bengaluru, Whitefield",4.3,Excellent,959.0,5.0,Whitefield,,,"7,500",,Bangalore
"Melange Astris
Like a 3",4.1,Very Good,1006.0,,Richmond road ,Cubbon Park,2.5 km ,"4,300",969,Bangalore
Octave Church Inn,3.5,Very Good,712.0,3.0,Church Street ,MG Road,94 m ,"1,669",337,Bangalore
Mastiff Infantry Bengaluru,4.0,Very Good,221.0,3.0,Infantry Road ,MG Road,1.8 km ,"1,865",569,Bangalore
Radisson Hyderabad Hitec City,3.7,Very Good,7994.0,5.0,Gachibowli,,,"4,500",,Hyderabad
The Park Hyderabad,3.7,Very Good,11318.0,5.0,Somajiguda,,,"5,699","1,284",Hyderabad
ITC Kohenur - A Luxury Collection Hotel,4.3,Excellent,2465.0,5.0,Hitech City,,,"16,150",,Hyderabad
Fairfield by Marriott Hyderabad Gachibowli,3.9,Very Good,5006.0,4.0,Gachibowli,,,"4,004",818,Hyderabad
Radisson Blu Plaza Hotel,4.1,Very Good,4632.0,5.0,Banjara Hills,,,"7,250",,Hyderabad
Lemon Tree Hotel Gachibowli,4.0,Very Good,5372.0,4.0,Gachibowli,,,"4,183","1,518",Hyderabad
Red Fox Hotel Hyderabad,3.9,Very Good,4338.0,3.0,Hitech City,,,"2,654","1,050",Hyderabad
"Lemon Tree Hotel, Banjara Hills, Hyderabad",4.1,Very Good,2775.0,4.0,Banjara Hills,,,"2,571",933,Hyderabad
"Taj Krishna, Hyderabad",4.5,Excellent,1580.0,5.0,Banjara Hills,,,"8,000",,Hyderabad
Novotel Hyderabad Airport,3.9,Very Good,1278.0,5.0,Near Hyderabad Airport ,Rajiv Gandhi International Airport,3.6 km ,"12,999",,Hyderabad
Rester Select Kukatpally,4.0,Very Good,263.0,3.0,Kukatpally,,,"2,463",674,Hyderabad
The Golkonda Hotel,4.1,Very Good,3981.0,4.0,Masab Tank,,,"5,499",660,Hyderabad
Trident Hyderabad,4.7,Excellent,1517.0,5.0,Hitech City,,,"14,250",,Hyderabad
Ellaa Hotel Gachibowli,3.8,Very Good,4341.0,4.0,Gachibowli,,,"3,321",678,Hyderabad
Lemon Tree Premier HITEC City Hyderabad,4.0,Very Good,5148.0,5.0,Hitech City,,,"3,151","1,246",Hyderabad
"Siri Inn Hospitality | Rooms in an Apartment
Like a 3",3.6,Very Good,681.0,,Hitech City,,,"1,287",373,Hyderabad
ibis Hyderabad HITEC City - An Accor Brand,3.8,Very Good,1016.0,3.0,Hitech City,,,"4,499",,Hyderabad
